TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"575643","YuGiOh","2003 Collectors Tin","Blue-Eyes White Dragon","","BPT-009","Secret Rare","Moderately Played Unlimited","10.72","","12.0300","10.7200","0","0","7.5200",""
"666004","YuGiOh","2004 Collectors Tin","Blade Knight","","CT1-EN002","Secret Rare","Lightly Played Limited","13.63","116.70","15.6500","14.6600","0","0","8.3700",""
"682435","YuGiOh","2004 Collectors Tin","Insect Queen","","CT1-EN005","Secret Rare","Near Mint Limited","6.37","49.98","4.8200","3.5100","0","0","8.0500",""
"649579","YuGiOh","2004 Collectors Tin","Insect Queen","","CT1-EN005","Secret Rare","Damaged Limited","0.93","","2.3100","1.0000","0","0","1.3000",""
"674224","YuGiOh","2005 Collectors Tin","Exarion Universe","","CT2-EN002","Secret Rare","Moderately Played Limited","0.88","","2.0600","0.7500","0","0","0.9200",""
"657795","YuGiOh","2005 Collectors Tin","Gilford the Lightning","","CT2-EN001","Secret Rare","Heavily Played Limited","1.91","","3.0800","1.7700","0","0","1.8500",""
"657799","YuGiOh","2005 Collectors Tin","Rocket Warrior","","CT2-EN005","Secret Rare","Heavily Played Limited","2.13","","3.0100","1.7000","0","0","2.2200",""
"1171476","YuGiOh","2006 Collectors Tin","Hamon, Lord of Striking Thunder","","CT03-EN006","Secret Rare","Lightly Played Limited","2.91","49.98","3.7900","2.4800","0","0","2.8200",""
"657803","YuGiOh","2006 Collectors Tin","Raviel, Lord of Phantasms","","CT03-EN003","Secret Rare","Heavily Played Limited","0.83","","2.1200","0.8100","0","0","0.6700",""
"1226199","YuGiOh","2006 Collectors Tin","Uria, Lord of Searing Flames","","CT03-EN005","Secret Rare","Heavily Played Limited","1.04","","2.4000","1.0900","1","0","1.1000",""
"657812","YuGiOh","2008 Collectors Tin","Black Rose Dragon","","CT05-EN003","Secret Rare","Heavily Played Limited","1.84","","3.0900","1.0000","1","0","5.3900",""
"1180815","YuGiOh","2008 Collectors Tin","Montage Dragon","","CT05-ENS01","Secret Rare","Near Mint Limited","3.49","","4.4100","3.1000","0","0","4.4300",""
"1169121","YuGiOh","2008 Collectors Tin","Nitro Warrior","","CT05-ENS02","Secret Rare","Lightly Played Limited","4.34","","6.3000","4.9900","0","0","5.5300",""
"674243","YuGiOh","2009 Collectors Tin","Ancient Fairy Dragon","","CT06-EN002","Secret Rare","Moderately Played Limited","2.10","","3.5100","2.2000","0","0","3.3000",""
"666031","YuGiOh","2009 Collectors Tin","Earthbound Immortal Wiraqocha Rasca","","CT06-EN004","Secret Rare","Lightly Played Limited","1.00","","1.9000","0.5900","0","0","1.0500",""
"666030","YuGiOh","2009 Collectors Tin","Majestic Star Dragon","","CT06-EN003","Secret Rare","Lightly Played Limited","3.69","","4.5600","3.2500","0","0","3.9800",""
"674242","YuGiOh","2009 Collectors Tin","Power Tool Dragon","","CT06-EN001","Secret Rare","Moderately Played Limited","2.28","","3.3100","2.0000","0","0","2.5400",""
"649600","YuGiOh","2009 Collectors Tin","Power Tool Dragon","","CT06-EN001","Secret Rare","Damaged Limited","1.13","","2.4400","1.1300","0","0","2.0800",""
"666040","YuGiOh","2010 Collectors Tins","Battle Fader","","CT07-EN009","Super Rare","Lightly Played Limited","2.01","","3.2700","1.9600","0","0","2.6100",""
"666043","YuGiOh","2010 Collectors Tins","Blackwing - Vayu the Emblem of Honor","","CT07-EN012","Super Rare","Lightly Played Limited","2.67","","3.7900","2.4800","0","0","3.5600",""
"666047","YuGiOh","2010 Collectors Tins","Dark Armed Dragon","","CT07-EN016","Super Rare","Lightly Played Limited","1.27","","2.4100","1.1000","0","0","1.5500",""
"666034","YuGiOh","2010 Collectors Tins","Dragon Knight Draco-Equiste","","CT07-EN003","Secret Rare","Lightly Played Limited","0.66","","1.7800","0.4700","0","0","0.8500",""
"666049","YuGiOh","2010 Collectors Tins","Elemental HERO Ocean","","CT07-EN018","Super Rare","Lightly Played Limited","4.95","","6.0000","6.0000","0","0","4.4300",""
"649621","YuGiOh","2010 Collectors Tins","Elemental HERO Ocean","","CT07-EN018","Super Rare","Damaged Limited","2.99","","4.3000","2.9900","0","0","2.7900",""
"666037","YuGiOh","2010 Collectors Tins","Elemental HERO Stratos","","CT07-EN006","Super Rare","Lightly Played Limited","2.99","","5.7700","4.2800","0","0","3.9600",""
"682483","YuGiOh","2010 Collectors Tins","Exodius the Ultimate Forbidden Lord","","CT07-EN024","Super Rare","Near Mint Limited","2.65","","4.2000","2.8900","0","0","2.7100",""
"682481","YuGiOh","2010 Collectors Tins","Magician's Valkyria","","CT07-EN022","Super Rare","Near Mint Limited","4.21","","21.4900","20.0000","0","0","3.8500",""
"666053","YuGiOh","2010 Collectors Tins","Magician's Valkyria","","CT07-EN022","Super Rare","Lightly Played Limited","2.37","","3.8000","2.4900","0","0","1.7900",""
"682460","YuGiOh","2010 Collectors Tins","Majestic Red Dragon","","CT07-EN001","Secret Rare","Near Mint Limited","3.15","","3.3100","2.0000","0","0","2.3900",""
"666056","YuGiOh","2010 Collectors Tins","Red Dragon Archfiend","","CT07-EN025","Super Rare","Lightly Played Limited","1.21","1.27","2.3100","1.0000","0","0","1.4000",""
"666036","YuGiOh","2010 Collectors Tins","Red Nova Dragon","","CT07-EN005","Secret Rare","Lightly Played Limited","2.89","","4.2900","2.9800","0","0","3.8100",""
"666035","YuGiOh","2010 Collectors Tins","Shooting Star Dragon","","CT07-EN004","Secret Rare","Lightly Played Limited","1.33","","2.6500","1.3400","0","0","1.8500",""
"666052","YuGiOh","2010 Collectors Tins","Stardust Dragon","","CT07-EN021","Super Rare","Lightly Played Limited","2.95","","4.2100","2.9000","0","0","3.0100",""
"649624","YuGiOh","2010 Collectors Tins","Stardust Dragon","","CT07-EN021","Super Rare","Damaged Limited","1.62","","2.9900","1.0000","0","0","2.1700",""
"666046","YuGiOh","2010 Collectors Tins","The Wicked Dreadroot","","CT07-EN015","Super Rare","Lightly Played Limited","0.74","","1.8400","0.3500","0","0","0.6200",""
"666042","YuGiOh","2010 Collectors Tins","The Wicked Eraser","","CT07-EN011","Super Rare","Lightly Played Limited","0.51","","1.5600","0.2500","0","0","0.5700",""
"674252","YuGiOh","2010 Collectors Tins","Van'Dalgyon The Dark Dragon Lord","","CT07-EN007","Super Rare","Moderately Played Limited","0.55","","1.7600","0.4500","0","0","0.2800",""
"734217","YuGiOh","2010 Duelist Pack Collection Tin","Scrap-Iron Scarecrow","","DPCT-ENY09","Ultra Rare","Damaged Limited","1.56","","4.5700","3.2600","0","0","3.0200",""
"734313","YuGiOh","2011 Collectors Tins","Archlord Kristya","","CT08-EN010","Super Rare","Near Mint Limited","3.46","17.98","4.5800","3.2700","0","0","3.2900",""
"734269","YuGiOh","2011 Collectors Tins","Archlord Kristya","","CT08-EN010","Super Rare","Lightly Played Limited","3.05","9.96","3.8100","2.5000","0","0","2.4000",""
"734270","YuGiOh","2011 Collectors Tins","Elemental HERO Gaia","","CT08-EN011","Super Rare","Lightly Played Limited","4.64","","5.4600","4.1500","0","0","4.9900",""
"734827","YuGiOh","2011 Collectors Tins","Fossil Dyna Pachycephalo","","CT08-EN012","Super Rare","Lightly Played Limited","2.31","","4.0900","2.7800","0","0","2.1100",""
"734824","YuGiOh","2011 Collectors Tins","Malefic Stardust Dragon","","CT08-EN014","Super Rare","Lightly Played Limited","2.33","","3.5900","2.2800","0","0","2.2500",""
"682486","YuGiOh","2011 Duelist Pack Tin","Underground Arachnid","","DPC5-EN001","Super Rare","Near Mint Limited","0.34","","1.4600","0.1500","0","0","0.2600",""
"3198190","YuGiOh","2016 Mega-Tins","Blue-Eyes Spirit Dragon","","CT13-EN009","Ultra Rare","Lightly Played Limited","1.93","9.41","2.3000","0.9900","0","0","1.0100",""
"3198185","YuGiOh","2016 Mega-Tins","Blue-Eyes White Dragon","","CT13-EN008","Ultra Rare","Lightly Played Limited","20.07","19.99","19.9900","19.9900","0","0","13.3600",""
"3287464","YuGiOh","2016 Mega-Tins Mega Pack","Black Luster Soldier - Super Soldier","","MP16-EN136","Ultra Rare","Lightly Played Unlimited","5.82","","9.4900","7.5000","0","0","5.6200",""
"3287655","YuGiOh","2016 Mega-Tins Mega Pack","Destruction Sword Flash","","MP16-EN226","Common","Lightly Played Unlimited","0.09","","1.4000","0.0900","1","0","0.0500",""
"3199335","YuGiOh","2016 Mega-Tins Mega Pack","Destruction Sword Flash","","MP16-EN226","Common","Lightly Played 1st Edition","0.24","","1.5200","0.2100","0","0","0.1600",""
"3198825","YuGiOh","2016 Mega-Tins Mega Pack","Evening Twilight Knight","","MP16-EN124","Super Rare","Lightly Played 1st Edition","7.82","12.95","7.9900","7.9900","0","0","3.5600",""
"3455618","YuGiOh","2017 Mega-Tins Mega Pack","Foolish Burial Goods","","MP17-EN218","Secret Rare","Lightly Played 1st Edition","5.40","5.56","5.0000","5.0000","0","0","6.7600",""
"3453748","YuGiOh","2017 Mega-Tins Mega Pack","Graceful Tear","","MP17-EN045","Common","Lightly Played 1st Edition","0.14","","1.4300","0.1200","1","0","0.0700",""
"3841281","YuGiOh","2018 Mega-Tins","Elemental HERO Solid Soldier","","CT15-EN003","Ultra Rare","Lightly Played Limited","0.67","0.72","1.4600","0.1500","1","0","0.5500",""
"3841315","YuGiOh","2018 Mega-Tins","Martial Metal Marcher","","CT15-EN009","Ultra Rare","Near Mint Limited","0.53","0.49","1.4900","0.1800","1","0","0.7300",""
"3842194","YuGiOh","2018 Mega-Tins Mega Pack","Borreload Dragon","","MP18-EN131","Secret Rare","Moderately Played 1st Edition","0.70","","2.0100","0.7000","1","0","0.6000",""
"3842172","YuGiOh","2018 Mega-Tins Mega Pack","Firewall Dragon","","MP18-EN062","Secret Rare","Near Mint 1st Edition","3.29","96.87","4.0000","2.6900","0","0","3.9300",""
"5204185","YuGiOh","2021 Tin of Ancient Battles","Divine Arsenal AA-ZEUS - Sky Thunder","","MP21-EN195","Ultra Rare","Lightly Played 1st Edition","9.62","95.59","10.1000","10.1000","0","0","7.4900",""
"5204514","YuGiOh","2021 Tin of Ancient Battles","Linguriboh","","MP21-EN041","Super Rare","Near Mint 1st Edition","0.32","0.29","1.5000","0.1900","0","0","0.4400",""
"5799279","YuGiOh","2022 Tin of the Pharaoh's Gods","Dramaturge of Despia","","MP22-EN124","Prismatic Secret Rare","Lightly Played 1st Edition","0.26","","1.5100","0.2000","0","0","0.2000",""
"5798923","YuGiOh","2022 Tin of the Pharaoh's Gods","Mimicking Man-Eater Bug","","MP22-EN204","Ultra Rare","Near Mint 1st Edition","0.20","","1.3200","0.0100","0","0","0.1000",""
"7918066","YuGiOh","25th Anniversary Rarity Collection II","Abomination's Prison","","RA02-EN064","Super Rare","Near Mint 1st Edition","0.12","","1.3200","0.0100","1","0","0.0300",""
"7918076","YuGiOh","25th Anniversary Rarity Collection II","Abomination's Prison (Secret Rare)","","RA02-EN064","Secret Rare","Near Mint 1st Edition","0.23","","1.3500","0.0400","1","0","0.1200",""
"7917011","YuGiOh","25th Anniversary Rarity Collection II","Abyss Dweller (PCR)","","RA02-EN033","Prismatic Collector's Rare","Near Mint 1st Edition","0.34","","1.4600","0.1500","0","0","0.3400",""
"7916386","YuGiOh","25th Anniversary Rarity Collection II","Aluber the Jester of Despia","","RA02-EN016","Super Rare","Near Mint 1st Edition","0.13","","1.3200","0.0100","1","0","0.0800",""
"7916396","YuGiOh","25th Anniversary Rarity Collection II","Aluber the Jester of Despia (Secret Rare)","","RA02-EN016","Secret Rare","Near Mint 1st Edition","0.37","","1.4500","0.1400","1","0","0.3200",""
"7918491","YuGiOh","25th Anniversary Rarity Collection II","Anti-Spell Fragrance (UR)","","RA02-EN076","Ultra Rare","Near Mint 1st Edition","0.22","0.15","1.3600","0.0500","1","0","0.1100",""
"7917716","YuGiOh","25th Anniversary Rarity Collection II","Book of Eclipse","","RA02-EN054","Super Rare","Near Mint 1st Edition","0.29","","1.4100","0.1000","0","0","0.1700",""
"7917576","YuGiOh","25th Anniversary Rarity Collection II","Book of Moon","","RA02-EN050","Super Rare","Near Mint 1st Edition","0.47","","1.4500","0.1400","0","0","0.1800",""
"7916081","YuGiOh","25th Anniversary Rarity Collection II","Chaos Hunter (Secret Rare)","","RA02-EN007","Secret Rare","Near Mint 1st Edition","0.48","","1.5100","0.2000","1","0","0.5000",""
"7916911","YuGiOh","25th Anniversary Rarity Collection II","Coral Dragon","","RA02-EN031","Super Rare","Near Mint 1st Edition","0.13","","1.3600","0.0500","0","0","0.1500",""
"7916917","YuGiOh","25th Anniversary Rarity Collection II","Coral Dragon (UR)","","RA02-EN031","Ultra Rare","Lightly Played 1st Edition","0.11","","1.3300","0.0200","1","0","0.0600",""
"7917961","YuGiOh","25th Anniversary Rarity Collection II","Cosmic Cyclone","","RA02-EN061","Super Rare","Near Mint 1st Edition","0.27","","1.3800","0.0700","0","0","0.1200",""
"7918036","YuGiOh","25th Anniversary Rarity Collection II","Crossout Designator (UR)","","RA02-EN063","Ultra Rare","Near Mint 1st Edition","0.50","0.36","1.5000","0.1900","1","0","0.5000",""
"7915901","YuGiOh","25th Anniversary Rarity Collection II","D.D. Crow (UR)","","RA02-EN002","Ultra Rare","Near Mint 1st Edition","0.52","","1.5600","0.2500","0","0","0.5500",""
"7917611","YuGiOh","25th Anniversary Rarity Collection II","Enemy Controller","","RA02-EN051","Super Rare","Near Mint 1st Edition","0.17","","1.3700","0.0600","0","0","0.1300",""
"7917541","YuGiOh","25th Anniversary Rarity Collection II","Foolish Burial","","RA02-EN049","Super Rare","Near Mint 1st Edition","0.37","","1.5100","0.2000","0","0","0.1900",""
"7916676","YuGiOh","25th Anniversary Rarity Collection II","Garura, Wings of Resonant Life (Secret Rare)","","RA02-EN024","Secret Rare","Near Mint 1st Edition","2.04","","3.0600","1.7500","0","0","1.7800",""
"7916671","YuGiOh","25th Anniversary Rarity Collection II","Garura, Wings of Resonant Life (UR)","","RA02-EN024","Ultra Rare","Near Mint 1st Edition","1.28","","2.2700","0.9600","0","0","0.4900",""
"7916641","YuGiOh","25th Anniversary Rarity Collection II","Guardian Chimera (Secret Rare)","","RA02-EN023","Secret Rare","Near Mint 1st Edition","0.67","","1.7100","0.4000","0","0","0.6300",""
"7917196","YuGiOh","25th Anniversary Rarity Collection II","Hieratic Seal of the Heavenly Spheres (UR)","","RA02-EN039","Ultra Rare","Near Mint 1st Edition","0.26","","1.3800","0.0700","1","0","0.2600",""
"7916316","YuGiOh","25th Anniversary Rarity Collection II","Magicians' Souls","","RA02-EN014","Super Rare","Near Mint 1st Edition","2.37","","3.2900","1.9800","0","0","1.2800",""
"7916321","YuGiOh","25th Anniversary Rarity Collection II","Magicians' Souls (UR)","","RA02-EN014","Ultra Rare","Near Mint 1st Edition","1.46","","2.4500","1.1400","0","0","1.1000",""
"7917441","YuGiOh","25th Anniversary Rarity Collection II","Mind Control (UR)","","RA02-EN046","Ultra Rare","Near Mint 1st Edition","0.30","","1.3200","0.0100","1","0","0.2400",""
"7917831","YuGiOh","25th Anniversary Rarity Collection II","Pot of Duality (Secret Rare)","","RA02-EN057","Secret Rare","Near Mint 1st Edition","0.87","","1.8100","0.5000","0","0","0.7900",""
"7917786","YuGiOh","25th Anniversary Rarity Collection II","Preparation of Rites","","RA02-EN056","Super Rare","Near Mint 1st Edition","0.25","","1.4000","0.0900","0","0","0.1200",""
"7918381","YuGiOh","25th Anniversary Rarity Collection II","Pressured Planet Wraitsoth","","RA02-EN073","Super Rare","Near Mint 1st Edition","0.33","","1.5200","0.2100","1","0","0.2100",""
"7918176","YuGiOh","25th Anniversary Rarity Collection II","Primitive Planet Reichphobia (UR)","","RA02-EN067","Ultra Rare","Near Mint 1st Edition","0.07","","1.3200","0.0100","1","0","0.0200",""
"7933609","YuGiOh","25th Anniversary Rarity Collection II","Rescue Cat","","RA02-EN001","Super Rare","Near Mint 1st Edition","0.23","","1.3600","0.0500","1","0","0.3000",""
"7916006","YuGiOh","25th Anniversary Rarity Collection II","Skull Meister (UR)","","RA02-EN005","Ultra Rare","Near Mint 1st Edition","0.24","","1.3500","0.0400","0","0","0.1600",""
"7918461","YuGiOh","25th Anniversary Rarity Collection II","Solemn Judgment (Secret Rare)","","RA02-EN075","Secret Rare","Near Mint 1st Edition","1.97","","3.0100","1.7000","0","0","1.7000",""
"7918596","YuGiOh","25th Anniversary Rarity Collection II","Solemn Strike (UR)","","RA02-EN079","Ultra Rare","Near Mint 1st Edition","0.31","","1.3200","0.0100","1","0","0.2100",""
"7915971","YuGiOh","25th Anniversary Rarity Collection II","Super-Nimble Mega Hamster (UR)","","RA02-EN004","Ultra Rare","Near Mint 1st Edition","0.21","","1.3600","0.0500","2","0","0.1400",""
"7917056","YuGiOh","25th Anniversary Rarity Collection II","The Phantom Knights of Break Sword (UR)","","RA02-EN035","Ultra Rare","Near Mint 1st Edition","0.14","","1.3200","0.0100","0","0","0.1100",""
"7917926","YuGiOh","25th Anniversary Rarity Collection II","Twin Twisters","","RA02-EN060","Super Rare","Near Mint 1st Edition","0.28","","1.4600","0.1500","0","0","0.1500",""
"7917931","YuGiOh","25th Anniversary Rarity Collection II","Twin Twisters (UR)","","RA02-EN060","Ultra Rare","Near Mint 1st Edition","0.26","","1.4100","0.1000","0","0","0.1700",""
"7917401","YuGiOh","25th Anniversary Rarity Collection II","Underworld Goddess of the Closed World","","RA02-EN045","Super Rare","Near Mint 1st Edition","0.50","","1.6600","0.3500","0","0","0.3500",""
"7419631","YuGiOh","25th Anniversary Tin: Dueling Heroes","Black Rose Dragon (Quarter Century Secret Rare)","","TN23-EN014","Quarter Century Secret Rare","Near Mint Limited","5.31","5.31","4.8800","3.4900","0","0","5.8600",""
"7419512","YuGiOh","25th Anniversary Tin: Dueling Heroes","Odd-Eyes Pendulum Dragon (Quarter Century Secret Rare)","","TN23-EN011","Quarter Century Secret Rare","Lightly Played Limited","0.67","2.00","1.6100","0.3000","0","0","0.3600",""
"7419471","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Alba-Lenatus the Abyss Dragon","","MP23-EN080","Ultra Rare","Near Mint 1st Edition","0.15","0.20","1.3700","0.0600","0","0","0.1900",""
"7419851","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Albaz the Ashen","","MP23-EN122","Prismatic Secret Rare","Near Mint 1st Edition","0.37","0.25","1.4100","0.1000","0","0","0.0900",""
"7420426","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Amazoness Spiritualist","","MP23-EN222","Ultra Rare","Near Mint 1st Edition","0.19","0.19","1.3200","0.0100","1","0","0.1000",""
"7420271","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Blackwing - Chinook the Snow Blast","","MP23-EN154","Ultra Rare","Near Mint 1st Edition","0.19","0.14","1.4100","0.1000","1","0","0.1000",""
"7420391","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Blazing Cartesia, the Virtuous","","MP23-EN162","Prismatic Secret Rare","Near Mint 1st Edition","1.26","1.26","1.8100","0.5000","0","0","1.9700",""
"7419467","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Blue-Eyes Jet Dragon","","MP23-EN004","Prismatic Secret Rare","Lightly Played 1st Edition","0.96","0.96","2.0800","0.7700","0","0","1.3000",""
"7420342","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Bystial Magnamhut","","MP23-EN157","Prismatic Secret Rare","Lightly Played 1st Edition","0.97","","2.0600","0.7500","0","0","6.9600",""
"7420481","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Destructive Daruma Karma Cannon","","MP23-EN217","Prismatic Secret Rare","Near Mint 1st Edition","1.36","1.99","2.0500","0.7400","1","0","1.5500",""
"7419706","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Dharc the Dark Charmer, Gloomy","","MP23-EN025","Ultra Rare","Near Mint 1st Edition","0.44","0.39","1.4500","0.1400","0","0","0.2200",""
"7420511","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Exosister Arment","","MP23-EN261","Super Rare","Near Mint 1st Edition","0.26","0.20","1.4100","0.1000","0","0","0.1500",""
"7420382","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Exosister Elis","","MP23-EN252","Prismatic Secret Rare","Lightly Played 1st Edition","2.43","","3.6700","2.3600","0","0","2.0600",""
"7420401","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Exosister Sophia","","MP23-EN255","Prismatic Secret Rare","Near Mint 1st Edition","1.90","2.25","2.3100","1.0000","0","0","2.9800",""
"7420636","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Fateful Adventure","","MP23-EN268","Prismatic Secret Rare","Near Mint 1st Edition","0.92","0.99","1.7100","0.4000","0","0","0.9900",""
"7420792","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Kashtira Shangri-Ira","","MP23-EN190","Prismatic Secret Rare","Lightly Played 1st Edition","0.74","","2.0500","0.7400","0","0","0.8900",""
"7419971","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Lovely Labrynth of the Silver Castle","","MP23-EN226","Prismatic Secret Rare","Near Mint 1st Edition","1.47","12.75","1.9600","0.6500","0","0","0.9700",""
"7419972","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Lovely Labrynth of the Silver Castle","","MP23-EN226","Prismatic Secret Rare","Lightly Played 1st Edition","0.98","","2.3100","1.0000","0","0","1.4600",""
"7419666","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Maple Maiden","","MP23-EN022","Ultra Rare","Near Mint 1st Edition","0.16","0.04","1.3200","0.0100","0","0","0.1700",""
"7420561","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Naturia Camellia","","MP23-EN171","Super Rare","Near Mint 1st Edition","0.30","0.20","1.3600","0.0500","1","0","0.2700",""
"7420176","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Pitknight Earlie","","MP23-EN149","Ultra Rare","Near Mint 1st Edition","0.17","0.13","1.3700","0.0600","1","0","0.0700",""
"7419531","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Psychic End Punisher","","MP23-EN086","Prismatic Secret Rare","Near Mint 1st Edition","0.39","0.27","1.4100","0.1000","0","0","0.1900",""
"7420221","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Runick Flashing Fire","","MP23-EN242","Ultra Rare","Near Mint 1st Edition","0.52","0.61","1.6700","0.3600","0","0","0.7900",""
"7420296","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Runick Freezing Curses","","MP23-EN245","Ultra Rare","Near Mint 1st Edition","0.41","0.99","1.4900","0.1800","0","0","0.6100",""
"7419916","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Sales Ban","","MP23-EN035","Super Rare","Near Mint 1st Edition","0.76","0.99","1.8000","0.4900","0","0","2.0400",""
"7419596","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","The Agent of Destruction - Venus","","MP23-EN015","Ultra Rare","Near Mint 1st Edition","0.13","0.10","1.3200","0.0100","1","0","0.0700",""
"7419701","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","The Zombie Vampire","","MP23-EN024","Prismatic Secret Rare","Near Mint 1st Edition","1.10","1.26","2.0000","0.6900","0","0","2.0000",""
"7420226","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Therion ""Bull"" Ain","","MP23-EN059","Super Rare","Near Mint 1st Edition","0.10","0.06","1.3200","0.0100","1","0","0.0300",""
"7419611","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Therion Charge","","MP23-EN093","Ultra Rare","Near Mint 1st Edition","0.13","0.10","1.3200","0.0100","1","0","0.0400",""
"7420266","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Visas Starfrost","","MP23-EN064","Prismatic Secret Rare","Near Mint 1st Edition","0.25","0.33","1.4100","0.1000","0","0","0.2000",""
"7420626","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Wandering Gryphon Rider","","MP23-EN267","Ultra Rare","Near Mint 1st Edition","0.29","0.25","1.4100","0.1000","0","0","0.2000",""
"7419446","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Yamatako Orochi","","MP23-EN078","Super Rare","Near Mint 1st Edition","0.13","0.04","1.3200","0.0100","1","0","0.0200",""
"7420466","YuGiOh","25th Anniversary Tin: Dueling Heroes Mega Pack","Yorishiro of the Aqua","","MP23-EN218","Ultra Rare","Near Mint 1st Edition","0.12","0.09","1.3200","0.0100","1","0","0.0700",""
"526423","YuGiOh","5D's 2008 Starter Deck","Gaia Knight, the Force of Earth (Super Rare)","","5DS1-EN042","Super Rare","Heavily Played 1st Edition","0.36","","1.5100","0.2000","0","0","0.7400",""
"575631","YuGiOh","5D's 2008 Starter Deck","Junk Warrior (UR)","","5DS1-EN041","Ultra Rare","Lightly Played Unlimited","0.59","","1.5600","0.2500","0","0","0.6400",""
"534679","YuGiOh","5D's Starter Deck 2009","Cyber-Tech Alligator","","5DS2-EN003","Common","Lightly Played 1st Edition","0.50","","1.7000","0.3900","0","0","0.3700",""
"542932","YuGiOh","5D's Starter Deck 2009","Junk Warrior","","5DS2-EN042","Common","Moderately Played 1st Edition","0.66","","1.6800","0.3700","1","0","0.5200",""
"542922","YuGiOh","5D's Starter Deck 2009","Synchro Boost","","5DS2-EN032","Common","Moderately Played 1st Edition","","","1.3200","0.0100","1","0","0.1600",""
"534700","YuGiOh","5D's Starter Deck 2009","Tribute to the Doomed","","5DS2-EN024","Common","Lightly Played 1st Edition","0.30","","1.5100","0.2000","0","0","0.4000",""
"763599","YuGiOh","Absolute Powerforce","Dandylion","","ABPF-ENSE1","Super Rare","Lightly Played Limited","2.40","","3.2700","1.9600","0","0","2.4800",""
"559431","YuGiOh","Absolute Powerforce","Destruct Potion","","ABPF-EN069","Common","Heavily Played Unlimited","0.11","","1.5500","0.2400","0","0","0.1100",""
"542947","YuGiOh","Absolute Powerforce","Rose Fairy","","ABPF-EN013","Common","Moderately Played 1st Edition","0.42","","1.6000","0.2900","1","0","0.3000",""
"534797","YuGiOh","Absolute Powerforce","Tuner's Scheme","","ABPF-EN077","Super Rare","Lightly Played 1st Edition","3.50","","6.4500","5.1000","0","0","11.5100",""
"1063829","YuGiOh","Abyss Rising","Spellbook Library of the Heliosphere","","ABYR-EN087","Secret Rare","Lightly Played 1st Edition","1.18","","2.4800","1.1700","0","0","1.0300",""
"534900","YuGiOh","Ancient Prophecy","Aegis of the Ocean Dragon Lord","","ANPR-EN076","Common","Lightly Played 1st Edition","0.17","","1.3900","0.0800","1","0","0.0700",""
"855603","YuGiOh","Ancient Prophecy","Ancient Fairy Dragon (UTR)","","ANPR-EN040","Ultimate Rare","Near Mint Unlimited","41.76","","43.0000","43.0000","0","0","45.6800",""
"567777","YuGiOh","Ancient Prophecy","Beast Machine King Barbaros Ur","","ANPR-EN097","Super Rare","Lightly Played Unlimited","1.20","","","","0","0","0.8000",""
"567688","YuGiOh","Ancient Prophecy","Jester Lord","","ANPR-EN008","Rare","Lightly Played Unlimited","0.15","","1.4600","0.1500","1","0","0.0800",""
"312014","YuGiOh","Ancient Prophecy","Kasha","","ANPR-EN098","Secret Rare","Near Mint Unlimited","2.85","","5.2600","3.9500","0","0","2.5900",""
"311760","YuGiOh","Ancient Prophecy","Koa'ki Meiru Ghoulungulate","","ANPR-EN082","Ultra Rare","Near Mint Unlimited","0.59","","1.7200","0.4100","0","0","0.3300",""
